价格,面积,编号,户型,楼层,朝向,位置1,位置2,小区,地铁
1230,13,19782-A,4室1卫,9/11层,东北,洪山区,关山大道,关山春晓,地铁：距11号线关山大道站1000米
1390,14,22321-A,3室1卫,16/30层,东北,江岸区,大智路,中城国际,"地铁：距1号线,6号线大智路站450米"
1160,8,22803-D,4室1卫,22/26层,西北,武昌区,青鱼嘴,东湖一号,地铁：距4号线青鱼嘴站900米
1330,20,22967-B,3室1卫,6/30层,南,江夏区,佛祖岭,金地艺境,地铁：距2号线佛祖岭站800米
1060,12,20442-B,4室1卫,4/11层,南,江汉区,范湖,新世纪都市花园沁园春,"地铁：距2号线,3号线范湖站600米"
1240,12,22766-A,3室1卫,33/34层,南,江夏区,佛祖岭,金地艺境,地铁：距2号线佛祖岭站800米
1170,13,22746-C,3室1卫,5/22层,西南,江汉区,唐家墩,中央锦城,地铁：距6号线唐家墩站100米
1240,23,30531-D,4室1卫,5/7层,南,武昌区,梅苑小区,梅苑小区,地铁：距4号线梅苑小区站150米
980,9,33620-D,4室1卫,23/34层,南,武昌区,宝通寺,百瑞景中央生活区二期西区,地铁：距2号线宝通寺站700米
1000,12,35097-A,3室1卫,12/28层,南,汉阳区,龙阳村,知音茶城,地铁：距3号线龙阳村站800米
1260,11,35838-B,4室1卫,17/20层,南,江汉区,青年路(武汉),电业新村,地铁：距2号线青年路站100米
1080,10,33678-D,4室1卫,10/14层,北,江汉区,长港路,泽皓雅居,"地铁：距2号线,12号线长港路站250米"
970,9,38217-D,4室1卫,8/46层,北,硚口区,古田三路,千禧城,地铁：距1号线古田三路站500米
950,9,40629-C,4室1卫,20/46层,北,硚口区,古田三路,千禧城,地铁：距1号线古田三路站500米
1190,16,42681-D,4室1卫,9/33层,北,洪山区,铁机路,东湖景园B区,地铁：距4号线铁机路站600米
1110,8,43131-A,3室1卫,4/26层,东,洪山区,光谷广场,新域柠檬特区,"地铁：距2号线,11号线光谷广场站250米"
1180,8,45347-B,3室1卫,28/44层,北,洪山区,杨家湾,三金雄楚天地,地铁：距2号线杨家湾站50米
1090,14,53884-C,5室1卫,4/11层,南,洪山区,虎泉,名都花园,"地铁：距2号线,11号线虎泉站950米"
1140,12,53463-B,4室1卫,22/31层,北,洪山区,光谷广场,金地中心城,地铁：距2号线杨家湾站1250米
1130,15,55108-A,3室1卫,3/10层,南,洪山区,光谷软件园,锦绣龙城A区,地铁：距2号线金融港北站3100米
990,10,59962-A,3室1卫,21/33层,南,武昌区,徐东,武铁佳苑,地铁：距8号线徐东站750米
990,8,61714-A,3室1卫,17/33层,东南,江夏区,湖口,国创光谷上城,地铁：距11号线湖口站200米
960,10,62663-C,3室1卫,2/7层,东,武昌区,徐东,欧洲花园,地铁：距8号线徐东站450米
1000,12,67025-A,4室1卫,1/7层,南,洪山区,光谷广场,武汉工程大学职工宿舍,"地铁：距2号线,11号线光谷广场站500米"
930,10,67163-A,3室1卫,15/18层,南,洪山区,罗家港,东湖庭园,地铁：距4号线罗家港站700米
1050,13,68793-A,4室1卫,5/18层,南,洪山区,平安路,南湖名都a区,地铁：距12号线平安路站350米
1030,9,61993-C,3室1卫,14/33层,南,江夏区,佛祖岭,平安光谷春天,地铁：距2号线佛祖岭站400米
900,11,71601-D,4室1卫,9/11层,南,硚口区,古田三路,东方花城,地铁：距1号线古田三路站550米
1070,15,73976-B,3室1卫,17/32层,南,武昌区,徐东,武铁佳苑,地铁：距8号线徐东站750米
890,9,74498-C,4室1卫,5/40层,西,江汉区,汉口火车站,万科汉口传奇悦庭,地铁：距2号线汉口火车站站700米
1010,12,75850-A,4室1卫,18/40层,西,江汉区,汉口火车站,万科汉口传奇悦庭,地铁：距2号线汉口火车站站700米
1490,18,77674-C,3室1卫,10/34层,南,江夏区,金融港北,当代国际花园四期,地铁：距2号线金融港北站350米
1170,9,77940-E,5室1卫,20/33层,北,硚口区,武胜路,江山如画四期,地铁：距6号线武胜路站500米
1260,16,78285-C,3室1卫,26/32层,北,洪山区,虎泉,城投瀚城,地铁：距2号线杨家湾站1400米
940,10,78743-A,4室1卫,28/34层,南,洪山区,铁机路,东湖景园A区,地铁：距4号线铁机路站550米
980,8,128679-A,4室1卫,5/11层,南,江夏区,藏龙东街,藏龙星天地,地铁：距2号线藏龙东街站150米
990,9,128773-B,4室1卫,9/34层,东北,武昌区,徐家棚,新长江滨江花园,"地铁：距5号线,7号线,8号线徐家棚站200米"
1260,9,129860-B,2室1卫,22/33层,北,洪山区,光谷广场,金地中心城,地铁：距2号线杨家湾站1250米
1030,8,130414-A,4室1卫,55/55层,北,洪山区,华中科技大学,琨瑜府,地铁：距2号线华中科技大学站450米
1200,17,132465-B,3室1卫,4/7层,南,洪山区,广埠屯,安卓小区,地铁：距2号线广埠屯站550米
1220,14,132840-A,3室1卫,22/28层,西南,武昌区,东亭,锦绣中北,地铁：距4号线东亭站500米
1020,9,134073-C,4室1卫,12/33层,南,洪山区,光谷广场,金地中心城,地铁：距2号线杨家湾站1250米
1250,21,136076-A,4室1卫,10/47层,东南,硚口区,宗关,中建御景星城,"地铁：距1号线,3号线宗关站750米"
1070,12,136038-B,3室1卫,24/46层,西南,硚口区,古田三路,千禧城,地铁：距1号线古田三路站500米
920,15,137422-A,4室1卫,15/18层,东南,洪山区,罗家港,东湖庭园,地铁：距4号线罗家港站700米
980,8,141510-C,4室1卫,18/34层,东南,江夏区,佛祖岭,旭辉御府,地铁：距2号线佛祖岭站1800米
1010,8,140936-C,4室1卫,11/34层,南,江夏区,佛祖岭,旭辉御府,地铁：距2号线佛祖岭站1800米
1070,14,143542-A,4室1卫,9/24层,南,洪山区,光谷软件园,锦绣龙城A区,地铁：距2号线金融港北站3100米
1300,22,13299-A,5室1卫,33/33层,南,江夏区,佛祖岭,平安光谷春天,地铁：距2号线佛祖岭站400米
1190,21,143770-D,4室1卫,9/18层,南,武昌区,徐东,佳馨花园二期,地铁：距8号线徐东站600米
1050,7,146771-C,4室1卫,6/31层,西,洪山区,杨家湾,金地天悦睿府,地铁：距2号线杨家湾站1250米
1140,12,147006-A,4室1卫,8/33层,南,洪山区,杨家湾,金地天悦睿府,地铁：距2号线杨家湾站1250米
1270,18,147635-B,5室2卫,7/11层,南,江夏区,光谷火车站,光谷陆景苑,"地铁：距11号线,2号线光谷火车站站1100米"
1090,10,147635-D,5室2卫,7/11层,北,江夏区,光谷火车站,光谷陆景苑,"地铁：距11号线,2号线光谷火车站站1100米"
1210,11,13530-D,5室2卫,1/5层,北,洪山区,街道口,湖北经济学院职工宿舍,地铁：距2号线街道口站450米
1780,18,153010-C,4室1卫,10/31层,东南,江岸区,循礼门,江都仕嘉,"地铁：距1号线,2号线循礼门站650米"
1130,10,153638-B,3室1卫,4/18层,南,江夏区,佛祖岭,万科魅力之城南区,地铁：距2号线佛祖岭站800米
890,10,18583-D,4室1卫,4/7层,西南,武昌区,梅苑小区,涂家岭二村,地铁：距4号线梅苑小区站1100米
1420,17,20882-B,4室1卫,10/12层,西南,洪山区,虎泉,绿汀雅境,地铁：距2号线杨家湾站1050米
1060,9,20056-B,4室1卫,4/45层,南,武昌区,小龟山,群建星城,"地铁：距2号线,12号线小龟山站250米"
1050,13,20622-B,4室1卫,6/11层,南,武昌区,丁字桥路,沈家湾花园小区,地铁：距11号线丁字桥路站100米
1110,16,24167-A,4室1卫,3/7层,东北,洪山区,关山大道,金地阳光城小区,地铁：距11号线关山大道站1450米
1200,12,24701-D,5室2卫,29/45层,西北,武昌区,岳家嘴,楚天都市雅园,地铁：距4号线岳家嘴站400米
1120,10,24969-C,4室1卫,12/27层,西,武昌区,十五中,凯乐花园,地铁：距12号线十五中站350米
1050,11,26851-A,4室1卫,8/12层,南,武昌区,小龟山,拜赞庭,"地铁：距2号线,12号线小龟山站450米"
1310,23,27551-B,4室2卫,3/7层,东南,武昌区,梅苑小区,梅苑小区,地铁：距4号线梅苑小区站150米
1240,13,26313-B,4室1卫,18/30层,东南,武昌区,东亭,世纪彩城,地铁：距4号线东亭站200米
1270,18,30423-D,4室1卫,2/33层,南,江夏区,光谷火车站,统建天成美景,"地铁：距11号线,2号线光谷火车站站400米"
1240,13,36162-A,3室1卫,2/33层,南,洪山区,光谷广场,金地天悦,地铁：距2号线杨家湾站1450米
1350,19,39651-C,3室1卫,15/33层,南,洪山区,洪山区政府,名士1号,地铁：距8号线洪山区政府站700米
1380,26,42119-D,4室1卫,4/28层,南,江汉区,三眼桥,众联新奥国际,地铁：距6号线三眼桥站400米
1550,21,44138-A,3室1卫,28/34层,南,硚口区,宗关,中建御景星城,"地铁：距1号线,3号线宗关站750米"
1320,17,44524-B,3室1卫,13/32层,南,洪山区,光谷广场,金地天悦,地铁：距2号线杨家湾站1450米
1290,14,45400-B,3室1卫,12/57层,南,汉阳区,马鹦路,世茂锦绣长江四期,地铁：距6号线马鹦路站250米
1100,15,43432-A,4室1卫,10/12层,北,洪山区,马房山,剑桥铭邸,"地铁：距8号线,11号线马房山站650米"
1480,22,48073-C,3室1卫,3/12层,南,武昌区,小龟山,拜赞庭,"地铁：距2号线,12号线小龟山站450米"
1060,12,48781-A,4室1卫,3/8层,南,武昌区,汪家墩,鹏程花园,"地铁：距8号线,12号线汪家墩站400米"
1210,11,50480-B,4室1卫,20/28层,北,武昌区,丁字桥路,雄楚春天,地铁：距11号线丁字桥路站550米
1150,26,53995-A,4室1卫,1/6层,南,洪山区,虎泉,武汉大学珞桂小区,"地铁：距2号线,11号线虎泉站900米"
1030,11,55935-D,4室1卫,15/17层,北,洪山区,平安路,南湖名都a区,地铁：距12号线平安路站350米
1260,14,57847-C,3室1卫,25/57层,南,汉阳区,马鹦路,世茂锦绣长江四期,地铁：距6号线马鹦路站250米
1000,10,57300-B,3室1卫,5/7层,南,洪山区,光谷广场,华乐苑,"地铁：距2号线,11号线光谷广场站650米"
1060,11,58678-B,4室1卫,2/7层,南,武昌区,瑞安街,江宏花园a区,地铁：距7号线瑞安街站50米
900,8,63648-D,4室1卫,15/23层,西,武昌区,丁字桥路,雄楚春天,地铁：距11号线丁字桥路站550米
1010,7,68318-B,4室1卫,12/40层,东,武昌区,小东门,紫沙金苑,地铁：距7号线小东门站450米
1110,7,67936-D,4室1卫,21/33层,南,洪山区,光谷软件园,中建康城,地铁：距2号线金融港北站1600米
1200,10,71464-C,3室1卫,28/30层,南,江夏区,佛祖岭,当代国际城,地铁：距2号线佛祖岭站300米
1310,12,70956-B,3室1卫,12/32层,东北,洪山区,虎泉,领秀城,"地铁：距2号线,11号线虎泉站750米"
960,11,65334-B,3室1卫,23/33层,南,硚口区,古田三路,美好名流汇,地铁：距1号线古田三路站450米
1080,8,72852-E,5室1卫,14/33层,东北,洪山区,光谷广场,光谷中心花园,"地铁：距2号线,11号线光谷广场站250米"
1310,10,75655-B,3室1卫,20/30层,南,洪山区,光谷软件园,联想江城雅居,"地铁：距2号线,11号线光谷广场站3200米"
1200,10,78522-A,4室1卫,6/11层,北,江夏区,秀湖,谷尚居,地铁：距2号线秀湖站1200米
1580,17,79422-C,4室1卫,2/32层,北,洪山区,光谷广场,金地中心城,地铁：距2号线杨家湾站1250米
970,10,80029-A,4室1卫,8/11层,北,硚口区,宗关,丽水康城,"地铁：距1号线,3号线宗关站650米"
1140,11,119469-C,4室1卫,23/46层,南,硚口区,双墩,时代新世界,"地铁：距3号线,12号线双墩站100米"
1050,8,127422-D,4室1卫,30/34层,北,江夏区,佛祖岭,旭辉御府,地铁：距2号线佛祖岭站1800米
1610,10,128454-A,3室1卫,9/32层,南,武昌区,积玉桥,金地国际花园,地铁：距2号线积玉桥站150米
930,9,128402-A,3室1卫,12/46层,南,汉阳区,龙阳村,汉阳人信汇四期天誉,地铁：距3号线龙阳村站450米
1080,12,128921-C,3室1卫,4/13层,北,洪山区,洪山区政府,狮城风华新都,地铁：距8号线洪山区政府站750米
1370,9,129936-C,3室1卫,29/34层,东北,江汉区,江汉路,宝利金国际广场,"地铁：距2号线,6号线江汉路站400米"
950,9,130710-C,3室1卫,8/27层,西南,江汉区,三眼桥,穗丰花园四期,地铁：距6号线三眼桥站100米
1160,10,131817-A,4室1卫,15/30层,南,洪山区,光谷软件园,中建康城,地铁：距2号线金融港北站1600米
1090,14,134569-D,4室1卫,5/11层,东北,江岸区,惠济二路,统建大江园-南苑,地铁：距3号线惠济二路站500米
1250,13,134720-C,3室1卫,12/31层,北,洪山区,虎泉,领秀城,"地铁：距2号线,11号线虎泉站750米"
1000,7,136002-D,4室1卫,12/46层,北,洪山区,洪山区政府,中建南湖壹号,地铁：距8号线洪山区政府站550米
1200,12,143867-A,3室1卫,18/33层,南,洪山区,光谷广场,金地中心城,地铁：距2号线杨家湾站1250米
1220,12,144486-B,4室1卫,15/31层,南,江夏区,佛祖岭,当代国际城,地铁：距2号线佛祖岭站300米
950,8,145012-D,4室1卫,28/35层,北,江夏区,佛祖岭,旭辉御府,地铁：距2号线佛祖岭站1800米
1120,11,146041-D,5室1卫,3/13层,西,江岸区,赵家条,大江天际,地铁：距3号线赵家条站350米
1220,14,146872-C,4室1卫,7/33层,南,洪山区,杨家湾,金地天悦睿府,地铁：距2号线杨家湾站1250米
1000,7,147006-B,4室1卫,8/33层,东,洪山区,杨家湾,金地天悦睿府,地铁：距2号线杨家湾站1250米
1420,23,144655-D,4室1卫,4/13层,南,江汉区,汉口火车站,东方帝园,地铁：距2号线汉口火车站站400米
1110,8,146816-D,4室1卫,13/32层,东北,洪山区,光谷广场,金地中心城,地铁：距2号线杨家湾站1250米
1030,7,13376-A,4室1卫,27/32层,东,洪山区,佳园路,金鑫国际,地铁：距2号线佳园路站750米
1000,7,149038-B,4室1卫,25/31层,东,洪山区,杨家湾,金地天悦睿府,地铁：距2号线杨家湾站1250米
1410,13,153737-C,4室1卫,7/28层,南,洪山区,街道口,书香门第,地铁：距2号线街道口站350米
1120,11,17532-C,4室1卫,7/11层,北,洪山区,关山大道,明珠花园,地铁：距11号线关山大道站250米
1110,14,20203-B,3室1卫,13/18层,西南,洪山区,虎泉,学雅芳邻,"地铁：距2号线,11号线虎泉站800米"
1000,8,24259-B,4室1卫,12/23层,东南,洪山区,马房山,狮城翰园,"地铁：距8号线,11号线马房山站650米"
1160,10,27063-C,4室1卫,31/45层,北,武昌区,岳家嘴,正堂山外山,地铁：距4号线岳家嘴站450米
1000,12,27594-C,4室1卫,12/29层,西北,武昌区,丁字桥路,弘业俊园,地铁：距11号线丁字桥路站200米
1310,14,30167-A,3室1卫,5/40层,东南,武昌区,东亭,金沙泊岸,地铁：距4号线东亭站700米
1290,8,32197-E,5室1卫,7/33层,西,洪山区,光谷广场,光谷中心花园,"地铁：距2号线,11号线光谷广场站250米"
820,7,32825-C,4室1卫,8/29层,南,洪山区,仁和路,金地自在城,地铁：距4号线仁和路站300米
1150,18,36442-C,3室2卫,6/15层,西,武昌区,丁字桥路,丽岛2046,地铁：距11号线丁字桥路站350米
1100,11,38536-A,5室1卫,7/52层,北,汉阳区,拦江路,世贸锦绣长江二期,地铁：距4号线拦江路站250米
1030,7,38539-D,4室1卫,12/18层,西北,洪山区,佳园路,新世界恒大华府,地铁：距2号线佳园路站1100米
1080,11,38048-C,4室1卫,8/16层,北,洪山区,珞雄路,广厦华庭,地铁：距2号线珞雄路站550米
1400,22,39403-B,4室1卫,12/17层,东南,江汉区,范湖,新华西美林公馆,"地铁：距2号线,3号线范湖站500米"
1790,44,39735-B,4室1卫,9/11层,南,洪山区,文昌路,宝安璞园二期,地铁：距8号线文昌路站800米
970,8,43622-A,3室1卫,25/33层,东,武昌区,徐家棚,新长江滨江花园,"地铁：距5号线,7号线,8号线徐家棚站200米"
1140,15,39533-C,4室1卫,9/18层,东,江岸区,赵家条,统建大江园北苑,地铁：距3号线赵家条站150米
1210,23,44975-D,4室1卫,5/11层,南,武昌区,丁字桥路,滨湖名邸一期,地铁：距11号线丁字桥路站650米
960,6,47711-C,3室1卫,11/32层,南,武昌区,新河街,联投中心,地铁：距7号线新河街站1000米
1270,12,48935-B,3室1卫,10/32层,南,江夏区,佛祖岭,平安光谷春天,地铁：距2号线佛祖岭站400米
1120,12,51229-B,4室1卫,38/46层,西南,硚口区,古田二路,海尔国际广场,地铁：距1号线古田二路站400米
1220,11,51568-A,3室1卫,7/29层,南,武昌区,岳家嘴,东湖睿园,地铁：距4号线岳家嘴站200米
1180,14,50896-A,4室1卫,3/7层,北,洪山区,光谷软件园,东林外庐,地铁：距11号线关山大道站2900米
990,11,53251-A,3室1卫,6/11层,北,汉阳区,建港,金桥港湾花园二期,地铁：距6号线建港站500米
1360,21,53841-D,4室1卫,10/11层,南,江夏区,光谷火车站,光谷陆景苑,"地铁：距11号线,2号线光谷火车站站1100米"
970,10,54096-A,4室1卫,17/29层,北,洪山区,仁和路,金地自在城,地铁：距4号线仁和路站300米
870,8,54765-A,4室1卫,5/47层,东北,江汉区,汉口火车站,远洋心汉口御峰,地铁：距2号线汉口火车站站1000米
1260,15,50447-C,3室1卫,2/11层,南,洪山区,光谷软件园,芭比伦堡,地铁：距2号线金融港北站1850米
950,14,55975-A,4室1卫,5/7层,北,武昌区,小东门,小东门二航设计院宿舍,地铁：距7号线小东门站400米
1590,20,55594-B,5室1卫,2/32层,南,洪山区,仁和路,金地自在城,地铁：距4号线仁和路站300米
1120,10,60172-A,3室1卫,17/30层,南,江夏区,佛祖岭,当代国际城,地铁：距2号线佛祖岭站300米
1130,14,59914-B,3室1卫,4/6层,南,洪山区,光谷广场,华乐苑,"地铁：距2号线,11号线光谷广场站650米"
1130,12,61855-C,3室1卫,26/32层,南,硚口区,古田二路,赛达国际,地铁：距1号线古田二路站350米
1010,13,63548-A,3室1卫,8/11层,南,硚口区,古田四路,长华公寓,地铁：距1号线古田四路站500米
1180,10,63584-A,3室1卫,4/33层,东,武昌区,湖北大学,水岸国际沙湖公馆,地铁：距7号线湖北大学站600米
820,7,68873-C,5室1卫,19/32层,南,洪山区,仁和路,金地自在城,地铁：距4号线仁和路站300米
1620,22,70510-C,4室1卫,32/40层,南,江汉区,汉口火车站,万科汉口传奇悦庭,地铁：距2号线汉口火车站站700米
1070,13,71383-D,4室1卫,13/32层,北,汉阳区,玉龙路,王家湾中央生活区,地铁：距4号线玉龙路站400米
1430,19,75057-B,3室1卫,17/33层,南,洪山区,关山大道,光谷汇景,地铁：距11号线关山大道站700米
1240,17,75106-A,3室1卫,27/48层,南,汉阳区,龙阳村,汉阳人信汇四期天誉,地铁：距3号线龙阳村站450米
1110,11,79103-C,4室1卫,22/45层,南,江汉区,长港路,福星华府东区,"地铁：距2号线,12号线长港路站900米"
780,8,72503-B,5室1卫,2/34层,北,汉阳区,港口村,纽宾凯汉city国际社区,地铁：距12号线港口村站300米
810,11,72503-D,5室1卫,2/34层,南,汉阳区,港口村,纽宾凯汉city国际社区,地铁：距12号线港口村站300米
1160,11,116196-C,4室2卫,6/11层,北,洪山区,关山大道,明珠花园,地铁：距11号线关山大道站250米
830,7,116655-D,4室1卫,42/48层,北,江汉区,汉口火车站,远洋心汉口御峰,地铁：距2号线汉口火车站站1000米
1120,11,120675-B,3室1卫,19/28层,西,武昌区,十五中,南国新东城,地铁：距12号线十五中站650米
940,7,128924-A,4室1卫,23/33层,北,江夏区,佛祖岭,旭辉御府,地铁：距2号线佛祖岭站1800米
1150,12,129410-C,4室1卫,14/34层,南,江夏区,佛祖岭,旭辉御府,地铁：距2号线佛祖岭站1800米
1130,11,129457-B,4室1卫,11/34层,南,江夏区,佛祖岭,旭辉御府,地铁：距2号线佛祖岭站1800米
910,7,131642-B,4室1卫,6/29层,东,洪山区,仁和路,金地自在城,地铁：距4号线仁和路站300米
1290,16,134447-A,4室1卫,14/45层,南,武昌区,汪家墩,福星惠誉国际城三期,"地铁：距8号线,12号线汪家墩站100米"
970,8,135779-D,4室1卫,38/47层,北,硚口区,宗关,中建御景星城,"地铁：距1号线,3号线宗关站750米"
1240,12,138086-C,4室1卫,26/27层,东,武昌区,丁字桥路,雄楚春天,地铁：距11号线丁字桥路站550米
1730,22,141057-B,4室1卫,5/18层,南,洪山区,关山大道,保利花园,地铁：距11号线关山大道站300米
990,8,133901-C,4室1卫,4/11层,北,洪山区,马房山,锦惠园,"地铁：距8号线,11号线马房山站750米"
1400,19,142207-A,4室1卫,7/11层,南,江岸区,赵家条,统建大江园北苑,地铁：距3号线赵家条站150米
1290,21,141605-D,4室1卫,3/6层,南,洪山区,光谷广场,华城新都,"地铁：距2号线,11号线光谷广场站700米"
1270,14,144115-C,3室1卫,13/18层,南,洪山区,杨家湾,保利华都,地铁：距2号线杨家湾站400米
1110,8,131303-A,4室1卫,52/55层,北,洪山区,华中科技大学,琨瑜府,地铁：距2号线华中科技大学站450米
1190,11,13322-C,3室1卫,13/28层,南,洪山区,杨家湾,保利华都,地铁：距2号线杨家湾站400米
1040,7,146808-B,4室1卫,2/34层,东,洪山区,杨家湾,金地天悦睿府,地铁：距2号线杨家湾站1250米
1690,18,146702-B,4室1卫,22/27层,西南,洪山区,杨家湾,金地天悦睿府,地铁：距2号线杨家湾站1250米
1210,15,146816-A,4室1卫,13/32层,西南,洪山区,光谷广场,金地中心城,地铁：距2号线杨家湾站1250米
1170,8,145891-A,3室1卫,6/11层,南,江夏区,秀湖,谷尚居,地铁：距2号线秀湖站1200米
1450,19,154649-B,4室1卫,5/31层,南,洪山区,虎泉,领秀城,"地铁：距2号线,11号线虎泉站750米"
1480,27,157782-D,4室1卫,4/26层,南,江汉区,青年路(武汉),电业新村,地铁：距2号线青年路站100米
1300,16,14600-B,3室1卫,10/28层,南,武昌区,新生路,中环国际,地铁：距5号线新生路站200米
1090,14,15936-C,4室1卫,7/19层,西,洪山区,铁机路,岳家嘴小区一期,地铁：距4号线铁机路站150米
1630,20,16105-C,4室1卫,27/33层,南,洪山区,光谷广场,健龙尚谷杰座二期,"地铁：距2号线,11号线光谷广场站550米"
820,10,15812-B,6室2卫,10/24层,北,洪山区,罗家港,东湖庭园,地铁：距4号线罗家港站700米
1220,11,17471-D,4室1卫,10/32层,东北,武昌区,宝通寺,岭地金居,地铁：距2号线宝通寺站500米
1280,11,17909-C,3室1卫,9/18层,北,江夏区,金融港北,光谷麒麟社,地铁：距2号线金融港北站1450米
1130,9,18591-C,4室1卫,6/27层,西北,武昌区,宝通寺,百瑞景中央生活区五期东区,地铁：距2号线宝通寺站600米
1200,16,20866-B,3室1卫,6/9层,南,江汉区,三眼桥,穗丰花园二期,地铁：距6号线三眼桥站100米
1180,16,23254-D,4室1卫,10/33层,北,武昌区,秦园路,水岸星城,地铁：距12号线秦园路站400米
1330,18,27974-B,4室1卫,5/6层,北,洪山区,关山大道,金地阳光城小区,地铁：距11号线关山大道站1450米
1420,15,28191-B,3室1卫,4/42层,南,江汉区,范湖,葛洲坝国际广场,"地铁：距2号线,3号线范湖站200米"
1210,13,29592-C,3室1卫,15/29层,南,江夏区,湖口,万科嘉园光谷的光,地铁：距11号线湖口站1100米
1260,13,30180-B,4室1卫,5/53层,南,武昌区,东亭,金沙泊岸,地铁：距4号线东亭站700米
1080,7,32709-B,4室1卫,12/31层,东,江岸区,黄浦路,黄埔东宫,地铁：距1号线黄浦路站750米
1490,14,33307-B,3室1卫,15/42层,西南,江汉区,香港路,中国中华城,"地铁：距3号线,6号线,7号线香港路站50米"
1200,13,33903-B,4室1卫,18/29层,南,洪山区,仁和路,金地自在城,地铁：距4号线仁和路站300米
910,11,33656-A,3室1卫,31/32层,南,硚口区,古田三路,广电江湾新城,地铁：距1号线古田三路站950米
1020,11,34743-A,3室1卫,20/48层,南,江汉区,汉口火车站,远洋心汉口御峰,地铁：距2号线汉口火车站站1000米
1410,15,34195-B,4室1卫,22/31层,南,江岸区,循礼门,江都仕嘉,"地铁：距1号线,2号线循礼门站650米"
1240,25,34775-A,4室1卫,2/12层,南,武昌区,东亭,水云居,地铁：距4号线东亭站300米
1400,11,35361-B,4室1卫,33/36层,东南,江汉区,中山公园,武广公寓,地铁：距2号线中山公园站300米
1310,10,35643-A,4室1卫,17/31层,南,江汉区,取水楼,东一时区,地铁：距7号线取水楼站600米
1360,22,38250-A,5室1卫,22/33层,南,洪山区,光谷广场,光谷中心花园,"地铁：距2号线,11号线光谷广场站250米"
1040,10,38481-C,3室1卫,12/31层,南,武昌区,徐东,武铁佳苑,地铁：距8号线徐东站750米
1210,7,38252-B,3室2卫,15/28层,南,武昌区,积玉桥,金地国际花园,地铁：距2号线积玉桥站150米
1150,11,40450-B,4室1卫,4/45层,北,洪山区,关山大道,五角西岸,地铁：距11号线关山大道站900米
1070,9,41229-C,4室1卫,31/34层,南,武昌区,丁字桥路,百瑞景中央生活区六期,地铁：距11号线丁字桥路站500米
960,8,41912-C,4室1卫,16/33层,东北,江汉区,武汉商务区,泛海国际竹海园,"地铁：距3号线,7号线武汉商务区站750米"
1020,10,44589-C,3室1卫,28/32层,东南,江夏区,湖口,万科嘉园光谷的光,地铁：距11号线湖口站1100米
1710,24,47276-C,4室1卫,4/52层,南,汉阳区,马鹦路,世贸锦绣长江5期,地铁：距6号线马鹦路站400米
1210,11,47890-B,3室1卫,3/28层,南,江汉区,六渡桥,舞台天下,地铁：距6号线六渡桥站250米
1610,19,48672-C,3室1卫,19/32层,西南,洪山区,光谷软件园,清江山水,地铁：距2号线金融港北站2300米
1370,9,48581-D,4室1卫,21/32层,南,洪山区,光谷广场,健龙尚谷杰座一期,"地铁：距2号线,11号线光谷广场站650米"
1090,12,50361-D,4室1卫,18/32层,南,武昌区,汪家墩,福星惠誉国际城一期,"地铁：距8号线,12号线汪家墩站450米"
1310,14,50424-B,3室1卫,29/34层,东北,洪山区,佳园路,金鑫国际,地铁：距2号线佳园路站750米
810,10,50528-A,4室1卫,6/33层,南,汉阳区,港口村,纽宾凯汉city国际社区,地铁：距12号线港口村站300米
1390,17,52558-D,4室1卫,3/11层,南,硚口区,古田四路,香港映象,地铁：距1号线古田四路站200米
1110,6,54720-C,4室1卫,12/33层,南,硚口区,武胜路,人信武胜里,地铁：距6号线武胜路站300米
1300,16,55765-A,3室1卫,3/6层,南,洪山区,关山大道,金地阳光城小区,地铁：距11号线关山大道站1450米
1200,15,50447-A,3室1卫,2/11层,北,洪山区,光谷软件园,芭比伦堡,地铁：距2号线金融港北站1850米
1160,10,56567-C,3室1卫,15/33层,南,江夏区,湖口,国创光谷上城,地铁：距11号线湖口站200米
1110,13,56167-A,4室1卫,4/6层,北,洪山区,文昌路,金地格林小城莱茵区,地铁：距8号线文昌路站450米
1590,21,57224-D,4室1卫,4/7层,南,洪山区,马房山,泰格生态公寓,"地铁：距8号线,11号线马房山站550米"
1120,12,59938-B,4室1卫,8/34层,南,洪山区,洪山区政府,中建南湖壹号,地铁：距8号线洪山区政府站550米
1050,9,60446-A,3室1卫,5/8层,西,武昌区,小东门,武昌长春小区,地铁：距7号线小东门站400米
1350,13,62097-A,3室1卫,2/84层,南,武昌区,丁字桥路,静安上城,地铁：距11号线丁字桥路站750米
1060,10,62494-C,4室1卫,6/11层,西,洪山区,光谷软件园,锦绣龙城A区,地铁：距2号线金融港北站3100米
1080,10,65008-B,4室1卫,2/11层,北,洪山区,佳园路,现代森林花园,地铁：距2号线佳园路站950米
1030,11,62813-C,4室1卫,9/46层,南,汉阳区,十里铺,纽宾凯都会中心汀澜公馆,地铁：距4号线十里铺站1000米
1740,14,66772-A,3室1卫,28/30层,东南,洪山区,街道口,未来城,地铁：距2号线街道口站100米
1030,12,67746-A,3室1卫,5/7层,北,武昌区,小东门,湖北省建筑物资供应运输公司宿舍,地铁：距7号线小东门站600米
1850,24,68724-C,4室1卫,3/18层,南,武昌区,螃蟹岬,友谊国际沙湖苑,"地铁：距2号线,7号线螃蟹岬站550米"
